"FAWN Station","Period","2m T avg (F)","2m T min (F)","2m T max (F)","Tsoil avg-10cm  (F)","Tsoil min(avg)-10cm  (F)","Tsoil max(avg)-10cm  (F)","2m DewPt avg (F)","RelHum avg 2m  (pct)","2m Rain tot (in)","2m Rain max over 15min (in)","SolRad avg2m  (w/m^2)","10m Wind avg (mph)","10m Wind min (mph)","10m Wind max (mph)","WDir avg10m  (deg)","BP avg (mb)","N (# obs)","2m WetBulb (F)"
"DeFuniak Springs","29 Jun 2024","79.78","73.96","92.71","85.21","80.8","93.25","76.05","89","0.3","0.11","230.12","4.2","0.02","29.62","221","1010","96","77.04"
"DeFuniak Springs","30 Jun 2024","80.18","73.65","94.93","84.86","80.37","91.45","76.26","89","0.28","0.17","206.89","3.67","0.05","28.3","287","1010","96","77.3"
"DeFuniak Springs","1 Jul 2024","83.91","73.99","96.01","86.36","80.37","92.93","77.01","82","0","0","316.74","5.06","0.05","22.68","351","1005","96","78.79"
"DeFuniak Springs","2 Jul 2024","82.46","74.95","93.09","86.68","82.51","91.76","77.67","86","0","0","263.68","5.23","0.07","18.81","99","1007","96","78.89"
"DeFuniak Springs","3 Jul 2024","81.85","76.28","89.67","86.02","82.8","89.53","77.28","87","0","0","233.55","5.21","0.05","18.79","163","1009","96","78.46"
"DeFuniak Springs","4 Jul 2024","81.38","74.39","92.64","85.93","82.15","90.45","77.13","88","0","0","238.14","3.38","0.02","16.46","194","1007","96","78.23"
"DeFuniak Springs","5 Jul 2024","80.97","72.81","92.57","85.81","81.95","90.91","76.53","87","0.34","0.17","273","3.83","0","22.37","242","1004","96","77.7"
"DeFuniak Springs","6 Jul 2024","81.01","72.41","93.49","85.67","81.37","91.38","76.21","86","0.02","0.01","279.81","3.42","0","12.39","259","1005","96","77.48"
"DeFuniak Springs","7 Jul 2024","80.47","73.83","94.66","84.42","82.17","90.95","76.66","89","1.93","0.62","228.43","3.49","0.02","25.23","255","1006","96","77.66"
"DeFuniak Springs","8 Jul 2024","83.45","74.35","93.78","84.72","80.8","89.2","77.33","83","0.01","0.01","301.34","4.34","0.11","15.48","169","1007","96","78.9"
"DeFuniak Springs","9 Jul 2024","80.76","76.96","88.21","84.38","82.71","86.11","77.83","91","0.32","0.1","181.4","4.59","0","26.33","201","1006","96","78.58"
"DeFuniak Springs","10 Jul 2024","80.48","73.6","89.73","84.12","81.75","87.8","75.71","86","0.07","0.04","226.46","4","0.07","13.89","282","1006","96","76.98"
"DeFuniak Springs","11 Jul 2024","81.1","70.27","91.83","83.63","79.83","87.26","72.13","77","0","0","300.77","3.1","0.07","13.2","304","1007","96","74.67"
"DeFuniak Springs","12 Jul 2024","82.86","71.1","95.63","83.83","80.33","87.62","72.56","75","0","0","291.12","3.52","0.02","14.52","285","1009","96","75.45"
"DeFuniak Springs","13 Jul 2024","82.31","72.34","95.07","83.95","80.85","87.51","74.8","80","0","0","257.27","3.12","0.05","16.93","241","1012","96","76.83"
"DeFuniak Springs","14 Jul 2024","84.12","73.27","96.4","84.75","81.25","88.77","75.94","79","0","0","315.54","3.76","0.02","16.53","212","1011","96","78.09"
"DeFuniak Springs","15 Jul 2024","82.03","74.71","92.41","84.24","82.15","86.72","75.57","82","0","0","210.34","3.83","0.02","20.11","216","1008","96","77.29"
"DeFuniak Springs","16 Jul 2024","80.67","73.96","93.69","83.5","81.41","86.54","74.78","83","0","0","216.66","4.18","0.05","19.26","228","1008","96","76.38"
"DeFuniak Springs","17 Jul 2024","78.84","72.61","93.78","82.57","80.37","86.13","74.95","89","0.16","0.07","204.57","3.54","0.02","20.15","241","1008","96","76.01"
"DeFuniak Springs","18 Jul 2024","78.47","72.59","91.98","82.13","79.45","86.38","74.48","89","1.23","0.57","244.2","4.28","0.05","29.66","159","1008","96","75.57"
"DeFuniak Springs","19 Jul 2024","79.26","73.17","85.53","81.96","80.1","83.75","75.53","89","0","0","170.44","2.86","0","16.04","168","1008","96","76.53"
"DeFuniak Springs","20 Jul 2024","77.6","73.76","85.23","81.23","80.19","82.81","75.35","93","0.29","0.12","122.41","3.26","0.02","17.36","159","1009","96","75.96"
"DeFuniak Springs","21 Jul 2024","79.27","73.31","88.36","81.49","79.86","83.64","75.6","89","0.4","0.17","190.01","3.22","0","26.1","201","1008","96","76.59"
"DeFuniak Springs","22 Jul 2024","78.14","71.26","88.74","81.36","79.16","83.75","74.29","89","0.02","0.01","192.03","2.74","0","20.94","267","1008","96","75.35"
"DeFuniak Springs","23 Jul 2024","79.08","70.43","91","81.32","78.55","84.18","74.91","88","0.11","0.07","231.39","2.6","0.02","14.5","58","1010","96","76.04"
"DeFuniak Springs","24 Jul 2024","78.49","74.5","89.46","80.87","79.88","83.66","75.97","92","2.04","0.78","159.29","4.19","0.02","23.06","96","1012","96","76.64"
"DeFuniak Springs","25 Jul 2024","79.43","72.77","92.44","81.73","79.32","85.33","75.6","89","0.79","0.36","239.96","3.58","0","17","82","1012","96","76.62"
"DeFuniak Springs","26 Jul 2024","78.65","70.54","92.01","82","79.12","85.66","74.35","88","0.02","0.01","259.65","3.68","0.02","16.87","2","1009","96","75.53"
"DeFuniak Springs","27 Jul 2024","78.68","73.29","89.01","81.71","80.08","82.9","76.18","92","0.13","0.08","161.11","2.91","0.02","15.39","109","1008","96","76.84"
"DeFuniak Springs","28 Jul 2024","80.8","73.29","91.11","82.57","79.88","85.48","76.7","88","0.09","0.05","261.36","3.51","0.02","17.87","80","1010","96","77.77"
"DeFuniak Springs","29 Jul 2024","80.43","72.27","90.84","82.78","80.26","85.39","76.59","89","0.17","0.07","238.46","3.57","0.02","14.16","278","1009","96","77.6"
"DeFuniak Springs","30 Jul 2024","82.9","74.53","94.66","83.77","80.91","87.31","77.34","85","0","0","294.76","3.9","0","17.69","247","1008","96","78.77"
"DeFuniak Springs","31 Jul 2024","82.17","76.15","94.35","83.59","81.68","85.78","78.19","89","0.5","0.26","225.85","4.31","0.05","24.47","213","1009","96","79.2"
"DeFuniak Springs","1 Aug 2024","84.29","74.5","95.79","84.25","81.21","87.84","78.25","83","0","0","295.15","3.53","0.02","13.02","233","1010","96","79.77"
"DeFuniak Springs","2 Aug 2024","81.37","72.12","92.75","83.26","81.79","85.21","77.96","90","0.77","0.64","174.85","4.14","0.05","26.71","227","1008","96","78.83"
"DeFuniak Springs","3 Aug 2024","81.43","74.86","92.88","83.19","81.16","86.18","76.25","86","0","0","248.88","4.67","0.02","19.82","177","1005","96","77.62"
"DeFuniak Springs","4 Aug 2024","81.16","72.61","91.45","82.81","80.46","85.14","75.32","84","0","0","269.95","6.67","0.11","21.72","63","1004","96","76.89"
"DeFuniak Springs","5 Aug 2024","79.9","74.52","90.95","82.72","80.71","85.68","74.53","85","0.09","0.03","258.43","8.49","0.02","26.02","6","1003","96","76"
"DeFuniak Springs","6 Aug 2024","83.2","74.26","93.49","83.05","80.28","86.47","75.08","78","0.02","0.01","294.25","4.89","0.2","17.87","322","1003","96","77.25"
"DeFuniak Springs","7 Aug 2024","84.58","76.91","93.58","83.62","81.03","86.63","74.96","74","0","0","293.62","5.71","0.4","21.32","312","999","96","77.53"
"DeFuniak Springs","8 Aug 2024","83.53","74.3","93.43","83.71","81.45","87.03","74.95","77","0","0","281.84","5.42","0.2","18.36","287","998","96","77.25"
"DeFuniak Springs","9 Aug 2024","80.11","69.04","92.95","82.26","79.18","85.48","75.08","86","0","0","255.17","3.22","0.02","21.85","279","1003","96","76.44"
"DeFuniak Springs","10 Aug 2024","83.61","75.43","93.11","83.26","81.07","85.51","76.68","81","0","0","247.47","3.28","0.02","13.78","320","1007","96","78.48"
"DeFuniak Springs","11 Aug 2024","81.68","70.59","92.84","82.51","79.74","85.48","72.34","76","0","0","298.65","3.22","0","16.91","336","1008","96","74.98"
"DeFuniak Springs","12 Aug 2024","81.31","67.98","94.86","81.44","78.24","84.76","71.42","75","0","0","298.52","2.7","0.02","14.76","307","1007","96","74.26"
"DeFuniak Springs","13 Aug 2024","82.53","70.72","94.95","81.73","78.87","84.58","72.83","75","0","0","279.05","3.12","0.02","13.76","328","1008","96","75.54"
"DeFuniak Springs","14 Aug 2024","83.74","72.7","95.22","81.79","79.12","84.4","73.35","74","0","0","293","4.05","0.09","15.75","2","1007","96","76.21"
"DeFuniak Springs","15 Aug 2024","82.48","73.33","94.28","81.89","79.65","84.09","74.62","79","0","0","236.92","3.33","0.02","14.27","60","1007","96","76.75"
"DeFuniak Springs","16 Aug 2024","82.83","72.55","94.35","81.91","79.39","84.69","73.45","76","0","0","279.48","4.28","0.09","13.98","122","1008","96","76.04"
"DeFuniak Springs","17 Aug 2024","80.33","70.97","95.25","81.58","78.91","85.15","73.89","83","0.34","0.2","262.08","3.65","0","21.94","255","1007","96","75.66"
"DeFuniak Springs","18 Aug 2024","82.97","71.76","95.95","81.94","78.66","85.39","76.2","82","0","0","296.83","4.3","0.02","17.76","262","1005","96","77.97"
"DeFuniak Springs","19 Aug 2024","81.09","72.57","90.9","81.9","80.06","84.04","73.67","80","0.62","0.53","258.19","5.03","0.02","44.78","302","1003","96","75.72"
"DeFuniak Springs","20 Aug 2024","79.06","69.24","90.28","80.41","77.94","82.94","68.92","73","0","0","303.64","4.76","0.02","16.13","348","1005","96","71.98"
"DeFuniak Springs","21 Aug 2024","80.05","66.74","93.43","79.48","76.39","82.35","69.02","71","0","0","290.13","3.62","0.02","12.28","16","1006","96","72.33"
"DeFuniak Springs","22 Aug 2024","76.89","70.47","89.42","79.98","78.22","81.99","72.61","87","0.2","0.08","221.24","5.73","0.2","28.65","55","1008","96","73.83"
"DeFuniak Springs","23 Aug 2024","76.07","67.33","87.31","78.02","76.55","79.72","65.78","73","0.01","0.01","291.55","7.1","0.78","24.78","49","1011","96","69.09"
"DeFuniak Springs","24 Aug 2024","78.18","69.12","89.51","77.96","75.97","80.44","70.93","79","0","0","229.94","5.82","0.36","18.99","53","1011","96","73.05"
"DeFuniak Springs","25 Aug 2024","79.32","68.7","90.86","78.53","76.1","81.07","71.36","78","0","0","278.53","5.12","0.02","19.75","51","1011","96","73.66"
"DeFuniak Springs","26 Aug 2024","80.81","69.96","92.68","79","76.48","81.37","73.57","80","0","0","243.69","4.33","0","15.88","41","1011","96","75.57"
"DeFuniak Springs","27 Aug 2024","80.05","72.9","94.35","79.97","78.08","82.18","75.29","87","0","0","206.47","4.14","0","14.65","55","1010","96","76.57"
"DeFuniak Springs","28 Aug 2024","80.67","70.52","97.12","80.14","77.27","83.66","74.96","85","0.07","0.07","255.44","3.49","0.02","15.86","89","1010","96","76.5"
"DeFuniak Springs","29 Aug 2024","81.07","72.41","95.92","82.07","78.94","86.23","74.29","82","0","0","242.41","4.83","0.07","23.8","104","1010","96","76.14"
"DeFuniak Springs","30 Aug 2024","80.24","71.24","93.9","82.25","79.03","85.87","74.15","83","0","0","232.83","4.61","0.02","22.26","111","1010","96","75.82"
"DeFuniak Springs","31 Aug 2024","79.39","70.77","95.04","82.36","79.34","86.2","74.31","86","0.03","0.03","196.08","3.21","0.05","16.04","49","1008","96","75.71"
"DeFuniak Springs","1 Sep 2024","81.82","70.57","97.21","82.78","78.91","87.53","72.8","78","0.01","0.01","247.09","2.86","0.02","11.77","344","1005","96","75.33"
"DeFuniak Springs","2 Sep 2024","81.82","69.64","98.29","83.54","79.43","88.39","73.23","78","0","0","258.77","2.81","0","14.2","345","1004","96","75.61"
"DeFuniak Springs","3 Sep 2024","82.39","72.75","95.18","83.78","80.73","87.19","74.33","78","0","0","202.9","6.87","0.07","22.64","66","1007","96","76.52"
"DeFuniak Springs","4 Sep 2024","79.15","72.63","87.28","82.31","79.83","84.81","70.91","76","0","0","175.57","8.42","1.45","25.48","75","1010","96","73.32"
"DeFuniak Springs","5 Sep 2024","78.46","74.26","84.33","81.34","79.77","83.05","72.73","83","0","0","101.97","6.75","1.45","22.17","67","1009","96","74.35"
"DeFuniak Springs","6 Sep 2024","74.34","70.84","77.32","80.03","78.76","80.98","72.43","94","0.21","0.04","60.05","5.68","1.23","14.63","62","1005","96","72.98"
"DeFuniak Springs","7 Sep 2024","72.16","70.39","76.19","78.33","77.36","79.7","71.03","96","0.18","0.04","73.07","4.9","0.09","16.44","55","1003","96","71.37"
"DeFuniak Springs","8 Sep 2024","72.84","70.43","76.64","78.1","76.66","79.88","71.4","95","0.04","0.01","95.63","4.88","0.51","14.43","62","1005","96","71.83"
"DeFuniak Springs","9 Sep 2024","74.09","71.67","80.01","78.09","76.91","79.75","72.12","94","0","0","81.51","6.46","0.85","15.52","62","1008","96","72.69"
"DeFuniak Springs","10 Sep 2024","74.53","69.53","81.07","77.52","75.72","79.39","69.4","85","0","0","113.8","6.38","1.3","20.65","64","1007","96","70.96"
"DeFuniak Springs","11 Sep 2024","70.51","67.32","73.4","75.61","74.66","76.73","69.23","96","0.82","0.18","45.63","8.38","1.3","22.06","60","1004","96","69.63"
"DeFuniak Springs","12 Sep 2024","77.16","72.36","84.45","77.38","74.32","81.01","75.43","95","2.13","0.45","156.8","10.66","0.2","30.56","122","1001","96","75.9"
"DeFuniak Springs","13 Sep 2024","76.62","72.21","84.24","79.4","77.61","82.56","74.72","94","0.79","0.46","141.67","5.76","0.05","20.92","113","1003","96","75.24"
"DeFuniak Springs","14 Sep 2024","78.08","71.51","88","80.43","77.65","84.27","72.39","84","0","0","204.46","3.43","0.11","19.55","2","1003","96","74.01"
"DeFuniak Springs","15 Sep 2024","74.99","70.95","81.82","78.95","77.88","80.55","72.71","93","0","0","83","5.78","0.34","16.89","73","1004","96","73.36"
"DeFuniak Springs","16 Sep 2024","75.38","70.48","82.98","78.59","76.3","81.19","71.53","88","0","0","137.48","6.34","0.05","19.01","79","1006","96","72.65"
"DeFuniak Springs","17 Sep 2024","74.98","68.25","88.34","79.04","76.06","83.82","71.67","90","0.95","0.48","176.85","3.33","0","21.07","67","1005","96","72.64"
"DeFuniak Springs","18 Sep 2024","77.37","68.18","89.74","79.94","75.76","84.63","72.23","86","0.01","0.01","228.34","2.35","0","12.93","14","1003","96","73.7"
"DeFuniak Springs","19 Sep 2024","77.44","67.46","89.55","79.99","76.46","83.59","69.54","80","0","0","226.99","3.49","0.05","16.42","332","1003","96","71.91"
"DeFuniak Springs","20 Sep 2024","77.69","67.33","90.9","79.96","75.78","84.52","69.4","78","0","0","236.05","3.68","0.05","12.95","22","1003","96","71.9"
"DeFuniak Springs","21 Sep 2024","77.9","67.08","91.49","80.35","75.99","85.01","70.69","81","0","0","232.26","3.83","0.05","15.59","49","1005","96","72.81"
"DeFuniak Springs","22 Sep 2024","78.51","65.89","92.64","80.75","76.21","85.75","70.33","79","0","0","245.82","2.62","0.02","11.77","17","1005","96","72.75"
"DeFuniak Springs","23 Sep 2024","79.7","68.94","94.33","81.34","77.23","86.09","71.98","80","0","0","217.89","2.53","0.02","11.43","239","1004","96","74.18"
"DeFuniak Springs","24 Sep 2024","77.9","66.49","89.49","81.27","77.05","85.59","71.92","83","0.03","0.02","226.67","4.06","0.02","23.22","105","1004","96","73.64"
"DeFuniak Springs","25 Sep 2024","74.76","71.01","85.1","80.01","78.57","82.09","73.42","96","1.22","0.38","101.87","4.4","0.02","20.15","53","1002","96","73.8"
"DeFuniak Springs","26 Sep 2024","71.83","68.54","75.54","77.23","74.95","78.58","71.16","98","1.27","0.16","42.87","8.47","1.19","29.64","26","994","96","71.36"
"DeFuniak Springs","27 Sep 2024","71.99","64.85","82.76","75.24","72.41","78.89","63.53","77","0","0","247.57","9.71","0.56","28.68","243","994","96","66.39"
"DeFuniak Springs","28 Sep 2024","75.01","66","85.96","75.45","72","79.29","65.79","75","0","0","217.28","7","0.94","23.71","223","1000","96","68.76"
"DeFuniak Springs","29 Sep 2024","76.33","66.74","87.26","76.77","73.09","81.21","69.02","79","0","0","217.73","6.23","1.01","22.35","222","1002","96","71.25"
"DeFuniak Springs","30 Sep 2024","75.36","63.91","87.51","77.34","73.29","81.64","68.31","81","0","0","220.17","3.93","0.05","17.72","231","1004","96","70.49"
"DeFuniak Springs","1 Oct 2024","75.5","68.11","87.04","77.88","75.25","81.19","68.51","81","0","0","205.87","4.03","0","15.43","358","1005","96","70.66"
"DeFuniak Springs","2 Oct 2024","74.6","64.2","88.38","77.56","73.94","81.72","67.85","81","0","0","226.26","3.7","0","16.71","7","1005","96","69.95"
"DeFuniak Springs","3 Oct 2024","73.73","63.91","88.38","77.44","73.92","81.52","69.42","88","0","0","175.59","4.29","0.02","17.63","62","1006","96","70.73"
"DeFuniak Springs","4 Oct 2024","73.25","70.23","76.06","77.18","76.21","78.1","72.24","97","0.17","0.02","50.02","4.87","0.81","15.59","43","1009","96","72.53"
"DeFuniak Springs","5 Oct 2024","74.21","69.08","81.57","76.74","74.61","79.18","70.71","89","0.01","0.01","114.13","5.98","0.92","18.9","42","1008","96","71.75"
"DeFuniak Springs","6 Oct 2024","73.84","69.51","81.55","76.64","75.16","78.71","70.8","90","0","0","96.31","6.47","1.7","20.58","45","1006","96","71.7"
"DeFuniak Springs","7 Oct 2024","74.18","64.71","87.01","76.52","73.71","79.83","67.32","82","0","0","216.47","5.82","0.02","20.74","25","1003","96","69.48"
"DeFuniak Springs","8 Oct 2024","73.89","61.9","87.66","76.08","72.57","79.88","64.84","75","0","0","219.13","5.32","0.27","15.97","23","1001","96","67.82"
"DeFuniak Springs","9 Oct 2024","71.68","62.83","83.14","75.45","72.86","78.44","63.26","76","0","0","212.39","8.55","1.54","27.58","36","1002","96","66.12"
"DeFuniak Springs","10 Oct 2024","68.19","56.25","82","73.34","70.39","76.66","55.95","68","0","0","227.82","7.33","0.6","21.72","15","1006","96","60.67"
"DeFuniak Springs","11 Oct 2024","62.74","50.63","78.82","71.33","67.93","75.13","50.82","70","0","0","230.74","4.81","0.45","17.43","37","1012","96","55.87"
"DeFuniak Springs","12 Oct 2024","62.21","46.26","79.79","70.29","66.16","74.75","52.83","76","0","0","226.21","2.77","0.02","13.35","20","1011","96","56.7"
"DeFuniak Springs","13 Oct 2024","66.26","47.57","84.42","70.59","66.04","75.47","56.04","74","0","0","217.2","3.12","0","12.03","242","1010","96","60.01"
"DeFuniak Springs","14 Oct 2024","71.88","61.23","85.19","72.73","69.57","77.14","61.42","72","0","0","205.42","5.56","1.01","16.49","301","1009","96","65.08"
"DeFuniak Springs","15 Oct 2024","62.38","52.14","73.18","70.59","68.2","72.77","50.86","67","0","0","116.16","3.99","0","14.96","22","1008","96","55.75"
"DeFuniak Springs","16 Oct 2024","55.77","44.46","65.41","67.75","65.26","70.2","40.69","59","0","0","225.67","10.28","1.48","29.37","13","1014","96","48.17"
"DeFuniak Springs","17 Oct 2024","52.29","38.25","69.46","65.3","61.5","69.71","41.1","70","0","0","222.01","5.04","0.05","17.13","36","1016","96","46.7"
"DeFuniak Springs","18 Oct 2024","55.69","39.08","74.41","65.08","60.75","69.96","46.66","74","0","0","216.8","5.47","0.13","17.69","44","1018","96","50.82"
"DeFuniak Springs","19 Oct 2024","60.6","48.06","77.99","66.25","62.58","70.99","48.77","67","0","0","206.09","6.37","1.41","17.65","43","1019","96","53.97"
"DeFuniak Springs","20 Oct 2024","61.56","46.37","79.63","66.32","62.46","70.68","46.85","63","0","0","214.13","5.98","0.74","17.05","35","1017","96","53.46"
"DeFuniak Springs","21 Oct 2024","62.55","48.13","80.56","66.62","62.56","71.26","50.4","68","0","0","211.41","5.08","0.34","15.73","32","1013","96","55.58"
"DeFuniak Springs","22 Oct 2024","66.38","51.06","84.22","68.06","63.79","73.17","58.36","77","0","0","197.08","4.69","0.13","18.59","45","1012","96","61.36"
"DeFuniak Springs","23 Oct 2024","68.34","56.34","85.01","69.56","65.97","73.62","60.79","80","0","0","181.19","2.8","0.02","14.29","13","1011","96","63.49"
"DeFuniak Springs","24 Oct 2024","68.52","52.65","86.67","69.68","65.68","74.14","59.07","76","0","0","197.17","2.3","0","14.34","331","1009","96","62.55"
