FAWN Station,Period,Temp_avg (F),T_min (F),T_max (F),DewPt_avg (F),RelHum_avg (pct),Rain_tot (in),Rain_max over 15min (in),SolRad_avg @ 2m (w/m^2),Wind_avg @ 10m (mph),Wind_min @ 10m (mph),Wind_max @ 10m (mph),Wind_Dir_avg @ 10m (deg),Barametric_Pre_avg (mb),N_obs,WetBulb @ 2m (F),Month,Day,Two std above Temp_min Mean,Two std below Temp_min Mean,upper_bound,lower_bound,Temp_min_outlier
DeFuniak Springs,9/22/2023,74.58,65.84,87.22,66.35,77,0,0,208.47,5.09,0.05,16.31,38,1007,96,68.98,September,Friday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/23/2023,73.08,59.34,88.34,59.93,69,0,0,239.88,3.01,0.05,16.4,353,1005,96,64.62,September,Saturday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/24/2023,74.6,60.6,90.52,62.36,70,0,0,243.46,3.6,0,14.43,241,1005,96,66.54,September,Sunday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/25/2023,76.06,60.76,92.53,62.89,69,0,0,245.7,3.26,0.02,17.58,74,1007,96,67.33,September,Monday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/26/2023,74.82,65.37,87.04,69.29,84,0,0,160.1,5.68,0.02,19.57,76,1007,96,70.97,September,Tuesday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/27/2023,74.06,70.63,82.17,70.4,89,0.02,0.01,94.63,7.5,1.25,21.88,60,1007,96,71.49,September,Wednesday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/28/2023,72.93,66.22,80.37,66.28,80,0,0,121.16,6.99,1.57,18.39,57,1007,96,68.42,September,Thursday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/29/2023,74.1,61.63,90.03,63.44,73,0,0,242.06,5.75,0.22,20.2,54,1008,96,67.02,September,Friday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,9/30/2023,76.17,63.18,90.82,63.54,69,0,0,239.89,6.41,0.63,22.62,59,1009,96,67.75,September,Saturday,79.90927084,59.84846571,76.43134266,57.90011801,FALSE
DeFuniak Springs,10/1/2023,75.12,61.99,88.72,60.83,65,0,0,239.5,7.99,1.41,28.61,58,1010,96,65.82,October,Sunday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/2/2023,73,59.2,88.45,59.62,67,0,0,239.22,6.34,0.11,22.62,57,1010,96,64.42,October,Monday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/3/2023,72.61,58.24,88.79,57.6,64,0,0,226.94,5.49,0.43,24.56,61,1009,96,63.16,October,Tuesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/4/2023,73.83,59.16,89.6,61.26,67,0,0,220.66,5.87,0.11,22.75,64,1008,96,65.64,October,Wednesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/5/2023,75.88,64.89,88.39,65.58,73,0,0,212.07,4.94,0.16,17.07,112,1007,96,68.9,October,Thursday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/6/2023,75.68,67.68,88.45,66.7,76,0,0,138.5,3.51,0.02,13.6,77,1005,96,69.54,October,Friday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/7/2023,70.3,58.01,80.24,53.33,60,0,0,192.2,8.5,1.39,23.02,354,1007,96,60.08,October,Saturday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/8/2023,59.27,46.67,73.89,39.36,52,0,0,237.71,5.56,0.05,17.92,352,1008,96,49.25,October,Sunday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/9/2023,60.11,39.97,79.65,43.57,62,0,0,236.08,3.51,0.02,16.22,247,1006,96,51.36,October,Monday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/10/2023,66,47.95,83.16,52.65,67,0,0,177.65,2.75,0,10.92,222,1005,96,58.1,October,Tuesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/11/2023,64.92,59.9,71.17,61.41,89,0.76,0.13,38.17,6.84,0.05,25.68,49,1001,96,62.67,October,Wednesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/12/2023,63.32,59.49,67.95,62.25,96,0.25,0.05,78.18,9.44,0.85,23.98,37,996,96,62.63,October,Thursday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/13/2023,66.74,63.77,70.48,65.26,95,0.02,0.01,60.03,4.01,0.07,12.59,13,1001,96,65.76,October,Friday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/14/2023,70.72,62.19,80.96,63.74,80,0.01,0.01,159.54,5.74,0.09,20.29,294,1002,96,66.11,October,Saturday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/15/2023,59.38,53.78,64.81,51.92,77,0,0,103.64,7.55,0.87,25.12,319,1003,96,55.08,October,Sunday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/16/2023,56.52,46.92,66.99,46.05,70,0,0,223.2,7.51,0.49,26.22,333,1007,96,50.9,October,Monday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/17/2023,58.09,47.52,70.68,48.81,73,0,0,217.34,3.5,0,16.69,337,1010,96,52.92,October,Tuesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/18/2023,59.33,43.84,76.53,50.23,76,0,0,215.31,3.1,0.05,14.96,109,1011,96,54.17,October,Wednesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/19/2023,63.07,48.72,77.13,56.47,81,0,0,177.25,4.57,0.13,17.96,147,1008,96,59.04,October,Thursday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/20/2023,70.31,57.72,83.64,60.21,74,0,0,188.4,6.91,0.27,24.4,249,1002,96,63.83,October,Friday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/21/2023,68.5,51.01,83.25,53.25,63,0,0,208.17,4.15,0.09,15.66,316,1004,96,59.36,October,Saturday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/22/2023,68.28,54.88,85.21,57.35,72,0,0,152.19,3.33,0.02,11.56,282,1006,96,61.47,October,Sunday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/23/2023,68.83,55.85,85.82,52.59,62,0,0,190.49,4.75,0.02,17.36,65,1010,96,59.15,October,Monday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/24/2023,68.9,55.83,83.88,57.44,68,0,0,190.93,6.22,0.05,21,92,1013,96,61.75,October,Tuesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/25/2023,69.04,58.12,82.89,60.55,76,0,0,152.26,5.8,0.11,18.45,86,1014,96,63.59,October,Wednesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/26/2023,71.43,60.62,86,62.82,77,0,0,185.71,5.43,0.07,17.9,91,1013,96,65.77,October,Thursday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/27/2023,70.34,59.38,84.79,62.73,79,0,0,137.59,3.95,0.05,14.14,68,1013,96,65.35,October,Friday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/28/2023,69.49,57.11,85.32,60.6,77,0,0,188.45,3.95,0.31,17.78,88,1012,96,63.78,October,Saturday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/29/2023,71,58.73,88.09,63.88,81,0,0,179.47,3.77,0.22,14.29,113,1009,96,66.28,October,Sunday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/30/2023,69.16,57.79,84.38,62.59,82,0,0,175.03,4.54,0,20.94,354,1006,96,64.87,October,Monday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,10/31/2023,57.09,51.46,63.91,45.43,67,0,0,150.41,9.91,2.04,28.54,348,1008,96,50.86,October,Tuesday,78.4580499,40.80969204,70.47293922,38.2767382,FALSE
DeFuniak Springs,11/1/2023,47.69,36.94,58.41,26.01,45,0,0,204.97,10.31,3,27.02,7,1015,96,38.96,November,Wednesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/2/2023,49.09,31.73,69.04,32.51,56,0,0,199.65,6.16,0.13,18.12,50,1019,96,41.77,November,Thursday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/3/2023,56.81,40.87,75.52,44.71,66,0,0,189.82,5.63,0.49,16.06,43,1017,96,50.41,November,Friday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/4/2023,60.88,47.07,79.36,47.51,65,0,0,189.74,4.28,0.05,13.4,22,1014,96,53.48,November,Saturday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/5/2023,59.6,41.99,79.7,45.33,66,0,0,190.77,3.49,0,18.19,343,1011,96,51.92,November,Sunday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/6/2023,61.89,43.14,81.39,48.93,68,0,0,181.18,2.92,0,11.63,270,1009,96,54.59,November,Monday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/7/2023,64.24,48.25,82.08,53.77,74,0,0,182.88,3.95,0,17.43,234,1009,96,58,November,Tuesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/8/2023,63.88,48.47,81.79,57.38,82,0,0,178.61,3.68,0.02,16.96,208,1009,96,59.87,November,Wednesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/9/2023,66.06,52.45,81.36,59.76,83,0,0,160.63,3.96,0.02,17.74,206,1008,96,62.07,November,Thursday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/10/2023,69.61,65.14,76.64,66.11,89,0,0,82.23,4.36,0.4,15.3,58,1009,96,67.25,November,Friday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/11/2023,65.9,57.76,72.99,64.49,95,0.04,0.01,43.63,5.81,0.45,17.83,56,1011,96,64.97,November,Saturday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/12/2023,59.9,55.62,67.64,57.2,91,0,0,90.43,7.08,0.65,16.26,38,1014,96,58.25,November,Sunday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/13/2023,58.4,56.08,63.36,55.16,89,0,0,50.44,6.5,0.89,16.55,40,1015,96,56.47,November,Monday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/14/2023,55.34,53.49,59.43,53.17,92,0.41,0.03,34.68,7.56,1.1,18.77,52,1013,96,54.09,November,Tuesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/15/2023,57.55,52.79,61.54,56.53,96,0.81,0.05,29.9,12.03,1.75,29.71,59,1010,96,56.94,November,Wednesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/16/2023,62.69,56.25,74.03,59.39,90,0,0,108.69,8.59,1.88,22.64,51,1008,96,60.62,November,Thursday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/17/2023,62.16,57.24,71.94,60.12,93,0,0,87.32,4.12,0.2,11.41,15,1004,96,60.87,November,Friday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/18/2023,63.98,56.05,74.07,57.4,80,0,0,153,5.83,0.13,21.59,334,1003,96,59.92,November,Saturday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/19/2023,56.68,43.12,72.46,46.16,71,0,0,171.01,3.16,0.02,12.73,242,1005,96,51.02,November,Sunday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/20/2023,61.94,44.14,76.3,55.41,80,0,0,115.39,6.43,0.16,19.26,115,1006,96,58.01,November,Monday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/21/2023,67.39,61.09,75.18,64.81,91,0.36,0.19,51.34,9.87,1.19,33.75,169,1004,96,65.68,November,Tuesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/22/2023,53.78,41.86,60.76,48.56,83,0,0,127.74,6.86,0.05,23.31,330,1008,96,50.93,November,Wednesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/23/2023,48.68,36.59,57.31,43.24,83,0,0,116.16,3.49,0.02,15.39,329,1010,96,45.94,November,Thursday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/24/2023,54.9,46.19,65.5,47.58,78,0,0,152.02,3.37,0.02,12.35,330,1012,96,50.93,November,Friday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/25/2023,56.8,43.99,71.11,48.13,76,0,0,156.9,2.67,0.02,11.07,47,1011,96,52.03,November,Saturday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/26/2023,56.87,53.17,60.19,55.79,96,0.62,0.06,33.16,4.37,0.02,16.87,32,1007,96,56.23,November,Sunday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/27/2023,48.5,43.72,56.21,41.23,77,0.01,0.01,128.3,6.91,0.74,16.69,332,1013,96,44.93,November,Monday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/28/2023,46.28,38.56,58.01,33.49,63,0.04,0.04,155.93,6.06,0.13,21.7,340,1016,96,40.64,November,Tuesday,78.95407757,33.36755206,73.10340979,28.63992354,FALSE
DeFuniak Springs,11/29/2023,42.49,28.45,57.38,30.64,67,0,0,160.18,3.49,0,23.35,9,1016,96,37.57,November,Wednesday,78.95407757,33.36755206,73.10340979,28.63992354,TRUE
DeFuniak Springs,11/30/2023,45.2,27.99,56.86,33.65,67,0,0,86.3,4.34,0.2,13.98,77,1012,96,40.13,November,Thursday,78.95407757,33.36755206,73.10340979,28.63992354,TRUE
DeFuniak Springs,12/1/2023,63.83,52.29,73.76,60.95,91,1.81,0.51,30.02,5.48,0.05,27.72,150,1007,96,62,December,Friday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/2/2023,64.86,61.88,67.21,64.01,97,3.31,0.52,9.69,6.34,0.02,23.82,134,1005,96,64.3,December,Saturday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/3/2023,65.76,55.69,69.94,64.09,94,0.13,0.06,59.69,4.49,0.02,17.6,276,1005,96,64.66,December,Sunday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/4/2023,57.81,46.33,67.14,52.05,83,0.01,0.01,102.09,4.35,0.18,19.51,260,1008,96,54.5,December,Monday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/5/2023,51.07,42.66,62.13,42.9,76,0,0,141.12,4.11,0.09,14.9,302,1012,96,46.92,December,Tuesday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/6/2023,47.49,36.15,57.58,37.46,69,0,0,154.87,6.57,0.16,23.24,343,1015,96,42.81,December,Wednesday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/7/2023,45.27,31.2,61.47,36.81,76,0,0,149.83,2.62,0,12.06,93,1015,96,41.4,December,Thursday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/8/2023,53.67,40.67,62.82,49.86,87,0.06,0.02,40.86,4.26,0.11,11.36,90,1011,96,51.56,December,Friday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/9/2023,67.78,61.43,75.45,65.68,93,0.15,0.03,91.42,7.7,0.31,24.25,162,1009,96,66.37,December,Saturday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/10/2023,58.59,42.56,70.93,55.94,91,0.25,0.05,26.96,7.59,0,33.67,282,1005,96,57,December,Sunday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/11/2023,44.24,35.35,56.97,34.23,70,0,0,157,5.84,0.02,18.36,345,1014,96,39.83,December,Monday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/12/2023,45.27,32.15,60.84,32.52,65,0,0,152.37,5.66,0.29,18.48,36,1021,96,39.75,December,Tuesday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/13/2023,49.55,37.94,63.23,35.2,61,0,0,124.98,7.27,0.69,19.37,44,1023,96,42.98,December,Wednesday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/14/2023,53.79,44.66,65.7,36.24,53,0,0,133.36,9.61,0.29,27.22,54,1023,96,45.48,December,Thursday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/15/2023,54.8,47.07,65.43,43.34,66,0,0,124.39,9.15,1.14,22.66,63,1018,96,48.87,December,Friday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/16/2023,55.17,50.68,60.91,49.92,83,0.1,0.02,41.09,8.68,1.99,19.77,57,1010,96,52.24,December,Saturday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/17/2023,55.28,45.68,58.98,52.66,91,0.01,0.01,41.75,8.54,0.92,21,333,1001,96,53.78,December,Sunday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/18/2023,49.09,39.17,61.02,40.35,73,0,0,150.47,6.76,0.49,20.58,310,1007,96,44.82,December,Monday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/19/2023,41.42,31.16,53.15,26.89,59,0,0,153.69,6.47,0.25,19.66,10,1016,96,35.73,December,Tuesday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
DeFuniak Springs,12/20/2023,41.32,30,55.38,31.9,71,0,0,124.28,5.17,0.22,15.26,49,1020,96,37.37,December,Wednesday,73.07141377,23.45622064,66.28732773,18.7683712,FALSE
